,Agriculture,Fishing,Mining and Quarrying,Food & Beverages,Textiles and Wearing Apparel,Wood and Paper,"Petroleum, Chemical and Non-Metallic Mineral Products",Metal Products,Electrical and Machinery,Transport Equipment,Other Manufacturing,Recycling,"Electricity, Gas and Water",Construction,Maintenance and Repair,Wholesale Trade,Retail Trade,Hotels and Restraurants,Transport,Post and Telecommunications,Finacial Intermediation and Business Activities,Public Administration,"Education, Health and Other Services",Private Households,Others
LTU_Electrical and Machinery,0.000654408921784035,0.0008211216140849024,0.0016013837670623904,0.0036598976138443907,0.004746254557169578,0.027639273898680695,0.06592597374856873,0.07960269597039456,0.1558278277084617,0.00912431778929455,0.006359622928085807,0.0018061307282980458,0.036542568450252465,0.0006591847402782398,0.014410643074977547,0.08343652371624254,0.07441997981569684,0.005319778332542732,0.04120559508757576,0.010185524773165628,0.03198285136511228,0.0007920076761678564,0.017763968471061375,0.0001553755666008404,0.026710119895239314
LTU_Transport Equipment,0.0016368843987065505,0.0014430912053311716,0.0021710316586621196,0.0022420292290574713,0.008086327272943339,0.03704167195983027,0.11405856378036337,0.039962793143957745,0.09853633304018115,0.21933984802285764,0.00860105176181653,0.0012734279127709512,0.0266195515334057,0.0014580799627942074,0.01661973537931964,0.08248523701752822,0.05225643500098662,0.007070836792504582,0.04857920894707456,0.012111331187689499,0.04646756924372009,0.002341927085821182,0.002458542763474486,0.00045751034810588776,0.001964297023157489
LTU_Other Manufacturing,0.001366809283507268,0.0002262986543058597,0.0003311700915221672,0.0031770740478438008,0.03843103527588022,0.2202023123990994,0.04633806506625712,0.01472187012491391,0.019798516011043613,0.0028352687330726817,0.081192454324535,0.00040449981739056697,0.013092071816894915,0.0002615155027798786,0.014201402145196409,0.07180973311127167,0.06861536671140893,0.009865457125164907,0.061531506555878676,0.005325390624143603,0.01429918919383915,0.0003580286088382035,0.011732357532062816,6.900428289742504e-05,0.018600062731128388
LTU_Recycling,0.001058373535858599,0.0009352238572861349,0.0014083849658138256,0.0014587509601487172,0.0016710230997526681,0.009713880211718994,0.055081006035838716,0.06671780405918738,0.03773626074071324,0.001692817556838758,0.014650561411100995,0.017937499591725865,0.06734314590860314,0.0009642323422446134,0.008164505534739313,0.057759772343272064,0.030897683965926962,0.0147874825376061,0.10640792891197096,0.010316099781661342,0.0965689803896573,0.0015693638236502492,0.0506250854106524,0.0003042791273268731,0.044673853050255126
"LTU_Electricity, Gas and Water",0.00034820536841225733,0.0004050750103291547,0.1754425320554204,0.001023813032350833,0.005490249307033432,0.014054569985684063,0.04017568058886196,0.028936483290946127,0.03148740000534055,0.002917335597762162,0.016355716948235677,0.00023349280444221615,0.11138421024123206,0.0016493454469329195,0.00723746141583004,0.05269944011061674,0.03649010613771398,0.006888928492804729,0.04437169347683523,0.006939682123579055,0.04673241251910566,0.0002669076642009557,0.0062495313393043555,5.1599344479688954e-05,0.0025061921308360013
LTU_Construction,0.0018009385495402646,0.0016853171187748146,0.0024396637476854113,0.004013300935504885,0.007728962872000611,0.05931081695611511,0.11215027574857152,0.020772898432018252,0.028826820957383,0.007755627419807277,0.007431081407043434,0.014782375892722004,0.005880559482204812,0.08440681554125778,0.009467901692966636,0.061757186138780784,0.05149493428058038,0.000616896127743626,0.011264363078052434,0.009027915526701095,0.00879087163728672,5.251826041804827e-05,0.0004225462097237803,9.868641994816843e-06,0.00024840707213228357
LTU_Maintenance and Repair,0.00047023423252449926,0.0001506773754231326,0.00023999923090299504,0.0003187623401964992,0.005925084148974307,0.013856987563535633,0.08194420949360595,0.002728345056115459,0.015036729234222203,0.05689388237373567,0.003445032526873586,0.005760850695100164,0.015307463895851978,0.0014036506999933838,0.01377490149962801,0.044709398713757134,0.06234274247603744,0.004848717766187899,0.038982194327455186,0.016840090157655748,0.04632151630013506,0.0002518211751332487,0.0019980387197000788,4.801683028948385e-05,0.010780117495009019
LTU_Wholesale Trade,6.397007714182762e-05,5.060712409476911e-05,0.00047111463280378416,0.0041671108347671,0.010559514420449542,0.023625577965394332,0.03627301610951978,0.002417323874446223,0.0029358990499922227,0.0019691973258648176,0.002414889365649993,8.378682682594864e-05,0.013618237887295827,0.0012172280134745282,0.006007293714634567,0.03724827964434008,0.030368577816300302,0.005596358980442766,0.07729828409590751,0.04506221221031094,0.13532050683058294,9.279355848902703e-05,0.004207980555236628,1.6962681484119032e-05,0.004412571220001914
LTU_Retail Trade,0.003602807581382308,0.0002080849214473088,0.00250651666403727,0.005118921664318523,0.010008470382340196,0.020980009895754236,0.02935548811297284,0.006378619833874556,0.018215472733743375,0.0008301365608718443,0.016955379882453304,0.00018363290503058946,0.012306560203785772,0.00036820227641051214,0.0054879304183739685,0.026997093050876456,0.023741036532374214,0.0039337897755550135,0.05474387728695552,0.024002630572728507,0.09168803443819896,0.00016080060253192058,0.002487309550234272,2.9619520104357093e-05,0.00983259334036048
LTU_Hotels and Restraurants,0.0060978908688701615,0.0009606729284473848,0.007615981473956467,0.05856762239845933,0.010757325309105616,0.01592684231350057,0.027091538268109165,0.001894573942952738,0.005112709794860829,0.0005229876936756432,0.008469168772688674,0.0003201898545187607,0.027263004422590945,0.0021135813791049304,0.010621068444140335,0.09281208340688303,0.05447478961352627,0.005743078540686141,0.03025663085150779,0.03264598377790491,0.051535685315034004,0.0003452160074429226,0.0286550883011696,6.463072715664892e-05,0.009856455309926503
LTU_Transport,0.0001739623207187066,0.0007895815568079301,0.001715063601060976,0.0013093050873706027,0.004513636894463808,0.007561191014625905,0.04645310151249679,0.003248945466247267,0.016120382072271105,0.07118832734767311,0.0063065872975249905,0.002851747522160875,0.006056868874087817,0.0027817232605655204,0.005277651306484961,0.02533764964813722,0.029726638613312005,0.011128882482792379,0.20209090283734,0.018719413323455194,0.04548015148474513,0.0002142965502885059,0.0019443004605370082,4.368102168531187e-05,0.0025160557207870734
LTU_Post and Telecommunications,8.250101098282254e-05,6.945214546878627e-05,0.0003683660758779901,0.0021915222398963363,0.0007065914978451098,0.002413238203925235,0.002378214654449917,0.0027886803509601567,0.02792935350315757,8.718336815326424e-05,0.00023097213995651943,6.293967674409716e-05,0.006431681334165141,0.0003992290764720611,0.002525472629833082,0.00774974885237286,0.015464669630972906,0.0011848070466828201,0.021034356911480926,0.08787575940789893,0.030817212779802355,0.0001501324362881932,0.004694528966042887,2.19713383542829e-05,0.0014149674654408873
LTU_Finacial Intermediation and Business Activities,0.0006438992088856749,0.0003307812059329884,0.0017443676354468429,0.0009040839528316993,0.0023585119225020784,0.034433547387489515,0.014472771156076744,0.0033903102540394116,0.010121421720387026,0.0006189739341928345,0.0033779247474054275,0.00020029947715182302,0.01488587338308476,0.00214437040398791,0.0032185823788151487,0.014964845773632168,0.01832248412956494,0.004153703729435133,0.018008785272545385,0.03736002745038876,0.15237129417971723,0.0009642634809763743,0.026196290696970843,8.101904585098138e-05,0.009344506744391275
LTU_Public Administration,0.005836248800311706,0.0003297533200442375,0.0014865021332175687,0.007897449114565908,0.010340634679310503,0.028347817009034458,0.016653317431770745,0.00425798832854452,0.011464830593325924,0.01628224369534801,0.01404010123154745,0.0001034016998307838,0.01906022187311478,0.019600505980223993,0.005158819645482689,0.031559966330417924,0.025944776454199625,0.010054370099131751,0.01691504864980484,0.019319795004418494,0.045039265084649165,0.0005259398306560157,0.036658991087458306,1.539597058614875e-05,0.0017448226917774674
"LTU_Education, Health and Other Services",0.0019212398651571423,0.000685624612907994,0.0026497171200725606,0.01149858736130379,0.008258034472555485,0.042778388240785385,0.029171545787082035,0.0014554324822273097,0.01007796047436015,0.005630207717553485,0.003370994068072095,0.00018554519125912758,0.04406824363522119,0.0022536952690677737,0.006190771679019641,0.032626616134601195,0.03424433322090837,0.00414073145885328,0.016719863920533682,0.019981725999103663,0.04024836292564625,0.00324631638157893,0.04750559495248813,6.1339235001881e-05,0.010446921159600858
LTU_Private Households,0.0023377578607449395,0.00199159753179248,0.0029904261657900154,0.0030534007622106934,0.002135205709979606,0.003303361349769697,0.004163085344341059,0.0029988849285488366,0.0031587242512785556,0.0017581216761900335,0.0012660000477011757,0.0015024317628171957,0.0024407137873611764,0.001712280338328338,0.0018283673888013089,0.002347547539819119,0.0019265513629476805,0.0022749026665129716,0.0027295463196227035,0.003085197975617577,0.004309794373620495,0.003066615902274961,0.003141867771727947,0.0007128067533276178,0.0018111889647644888
LTU_Others,0.0007669637939147661,0.0002641804378082262,0.007962721000690107,0.0015425782460281418,0.01711919869665704,0.025375718240002173,0.06672298849038968,0.0033845095405627508,0.014663369326312296,0.0005902348954431844,0.006868231373320188,0.00023938062675173452,0.010116032086183571,0.0077019019461182624,0.004582459103144339,0.02575851583929568,0.026312388303593424,0.0010924126028165587,0.013138572936196743,0.046606370029804015,0.12592423482127857,0.00044078304930533416,0.02761984902766138,8.424453757057875e-05,0.023359635503319636
MEX_Agriculture,0.09386390829581456,6.8262673636115e-05,0.0018574951290640715,0.07586331222071371,0.002151981119301234,0.0046492049442798935,0.05114574792592499,0.003332882001122887,0.000456091540605558,0.0015302874360606045,5.84182128322538e-05,4.365373798260703e-05,0.009797024255457438,0.0018784227526701081,0.0015355822520912723,0.01971553416843993,0.043835907904692877,6.843166633532387e-05,0.009450991211512917,0.003115405441670198,0.017426098358793173,9.917252864387215e-06,1.0497754928278922e-05,2.7536441178861977e-06,0.00014973970399683947
MEX_Fishing,0.011467545127627684,0.00010831120222737211,0.0034959714084572564,0.048758800525337084,0.0081200512080827,0.0014736617901271241,0.14173748261407737,0.0018821680389409627,0.006465876701388964,0.0003266229734637679,0.00010138146753976467,0.00012626520886643378,0.0029898354837099433,0.0014116367135932474,0.0027621079414338794,0.03450114322645106,0.07652992944893142,0.0012356864663541373,0.040139458471030696,0.003421150272845645,0.0743574681097997,0.00016215403398889345,0.00014720540877184425,3.849227117150029e-05,9.563507197953177e-05
MEX_Mining and Quarrying,4.736394982240257e-06,0.00017014676142656474,0.0044800417737014785,0.00024896385217671883,1.3443409689688038e-05,0.0015982384724862128,0.06159056895202388,0.0004914855407526642,0.0011051948856604437,0.0010882409170305425,2.716436636860774e-05,3.856607096925601e-06,0.00913461008923486,0.0006448488469950443,0.0010275093115723615,0.013201787717341524,0.029354675947388966,0.0042265836383794395,0.009014497667597527,0.00349430162420628,0.04910142691729393,5.228969590146291e-06,0.0016785456776548832,1.4806687594166592e-06,1.7504725452646825e-05
MEX_Food & Beverages,0.23379040633408008,0.0033905514232500265,0.0064270066330542565,0.1684285688053781,0.002774925908415764,0.01376897043197397,0.05858172662374645,0.0036966811438375008,0.0010747314834631037,0.0027632922450588136,0.0004640897423860365,0.0003852686223736867,0.011988611961964896,0.0019258763851883417,0.0033646979796718036,0.04333323516574328,0.09637305266421378,0.0013395555692867157,0.023565037072699864,0.006286031672195674,0.044684250015594215,5.397176104379984e-06,0.001133137034769942,1.2205958268051666e-06,0.0004646556858513466
MEX_Textiles and Wearing Apparel,0.017542974289542247,0.00014523739096512656,0.002259407660998127,0.09335998052866479,0.32801088873517853,0.016035305793532625,0.054540070234969124,0.00702110342186706,0.005721691586788809,0.005994426579626327,0.010222535624839166,0.009094036331290125,0.011353911855251721,0.0006966396350476733,0.002294101383845803,0.029331609554361607,0.06519450713997689,0.0055910177445893695,0.012639123780710252,0.004987212734005538,0.07033775936344117,7.390594362442386e-05,0.001837963027807214,8.09486523949279e-06,0.00044665090481854744
MEX_Wood and Paper,0.06132039490848995,0.0001606263843037267,0.0006157810699000687,0.005477524090110163,0.03350236880686794,0.264213535728526,0.09126758691995994,0.004750658764400075,0.004801784272809606,0.004263943433511615,0.0034004508117960646,0.0017060855436277999,0.020851552136626598,0.0003942625069391923,0.003593685952692319,0.0460212720814257,0.10230158357269348,0.0017420517381939514,0.026553830723881212,0.006788192667275679,0.054176529400114214,4.104541748535038e-05,0.0016471257641340901,1.0428513547161673e-05,0.00028610266053935964
"MEX_Petroleum, Chemical and Non-Metallic Mineral Products",0.00352690537833638,0.0010100306261275924,0.252552629458155,0.0025522914533272364,0.003705607983857032,0.024077753467270663,0.23306534515403213,0.012584773949496532,0.006163506593110299,0.0030105677448097217,0.0019047253481103454,0.0015620446313062693,0.012665481964408355,0.0016521114718996328,0.0025527238772797816,0.03283399353118066,0.07301445029921252,0.002652177147131837,0.01634983723515365,0.00891132260853282,0.057260800747412736,9.463388541622445e-06,0.0016632759661754134,2.350521640456499e-06,0.00016554535191864848
MEX_Metal Products,1.4046143387774616e-05,0.003223155780234618,0.054625491835008325,0.0007318792532037857,0.0038152055978236533,0.008292180547379322,0.07507979651918356,0.30880416425019414,0.01937750536289144,0.009213386904047738,0.003310664099003259,0.002601050042178555,0.028555049596712342,0.0005424046051587766,0.0036001855326442543,0.046314861533299057,0.1029940064158434,0.002435818855327789,0.01368806715733666,0.002953167984509748,0.03643364828009548,1.2073749208449496e-05,0.001417453625727485,3.040489211871537e-06,0.00016533492581882194
MEX_Electrical and Machinery,3.0409368415059917e-05,0.00015815694743404548,0.0005369805417161242,0.0011286198816754603,0.006665318259656232,0.024839683731726278,0.11481231754334084,0.1935261382090457,0.2798259873509614,0.00874430625876314,0.01021647076671983,0.006987192292168757,0.009983293480058908,0.0022058598757753864,0.002944674552786305,0.03789533562847181,0.08427338800995664,0.008641025222999874,0.014563818796419898,0.004246123362219761,0.047588987883197494,8.132001291109088e-06,0.0019550208964778395,1.8668185622912053e-06,0.00012749165258603702
MEX_Transport Equipment,3.735956502635186e-05,2.524896934093287e-05,0.00017752455554585395,0.003907090128405304,0.029644659679910146,0.010409743071642876,0.0959998414822793,0.08799680275476668,0.09840368270292271,0.1493743157403414,0.004836746271278122,0.0010451295213010953,0.0057437771158700785,0.0014285029040569206,0.004524380390941574,0.05829571017832705,0.12965428201203794,0.005915622359894712,0.01551690360017832,0.004523688130131139,0.03067261278072315,2.7357635832114116e-06,0.0011889139399485465,6.174067757835431e-07,0.00014967352633515665
